,date,12:00 AM,12:30 AM,1:00 AM,1:30 AM,2:00 AM,2:30 AM,3:00 AM,3:30 AM,4:00 AM,4:30 AM,5:00 AM,5:30 AM,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM
133,2017/05/14,36.0,36.0,36.0,35.0,34.0,34.0,30.926942106702164,31.0,30.0,30.0,29.0,30.0,30.0,30.0,32.0,32.0,33.0,34.0,36.0,37.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.93336136566085,42.0,43.0,42.0,41.0,40.0,39.0,38.0,38.0,38.0,36.0,35.0,35.0,34.0
134,2017/05/15,35.61210316581156,34.0,34.0,33.0,33.0,32.0,32.0,32.0,30.0,30.0,30.0,29.0,30.0,31.0,33.0,33.0,33.77354885015249,36.0,36.0,37.0,39.0,41.0,41.0,42.0,42.07454373018794,43.0,43.0,43.0,44.45344512467187,45.0,46.0,46.0,44.79265547632905,46.0,46.0,45.0,45.0,43.0,43.0,42.0,38.0,37.0,38.2072951542714,37.52455667615059,36.338585510912516,35.0,35.0,35.0
135,2017/05/16,32.66342849869324,33.0,33.0,30.34074433631077,31.295033985899806,33.0,33.0,33.0,31.0,31.0,31.0,30.0,29.0,31.0,31.0,32.0,32.0,33.0,33.0,34.0,35.0,37.0,37.0,38.0,39.0,40.0,41.0,42.0,42.0,42.0,40.803968404022584,43.0,43.0,43.0,42.0,42.0,42.0,41.0,39.0,39.0,38.0,38.0,37.0,36.0,36.0,35.0,35.0,35.0
136,2017/05/17,31.0,30.0,29.0,30.0,30.41902077368054,32.0,32.0,32.0,30.0,29.0,29.0,28.0,28.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,33.0,33.0,33.0,33.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,38.0,38.0,38.0,37.0,37.0,36.0,38.783493820126175,35.0,35.0,34.0,34.0,33.0,33.0,33.0,32.0,32.0
137,2017/05/18,32.0,32.0,32.0,32.0,31.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,31.0,32.0,33.0,33.0,34.0,34.0,35.0,37.0,38.0,38.0,38.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,33.601948639419945,39.0,38.0,37.0,37.0,30.097935627442823,36.0,35.0,35.0,34.0,34.0,34.0,33.0,33.0
138,2017/05/19,30.22653084352967,32.0,31.223159723739567,32.0,32.0,32.0,32.0,29.41282240314042,31.0,30.0,30.0,29.0,30.0,32.14608051536035,30.0,32.0,31.0,29.0,29.0,33.0,35.0,36.0,35.69300574794718,38.0,38.0,39.42091460308534,37.60200666469344,40.0,42.0,41.0,43.0,40.036260493433296,35.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,38.35243642495958,31.0,31.0,31.0,32.0,32.0,30.0,30.0
139,2017/05/20,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,30.0,30.0,30.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,35.0,34.0,35.0,36.0,36.0,37.0,36.0,37.0,37.0,38.0,39.0,39.0,39.0,40.0,40.0,39.0,38.0,38.0,37.0,36.0,36.0,34.0,34.0,34.0,34.0,34.0,33.0
140,2017/05/21,33.0,33.0,32.0,32.0,31.0,31.0,31.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0,31.0,31.0,31.0,32.0,34.0,34.0,35.0,36.0,36.0,37.0,29.529380168691095,38.0,28.81237235719443,39.0,39.0,39.0,39.0,39.0,38.0,35.0,32.0,28.0,26.0,26.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0
141,2017/05/22,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,30.0,31.0,30.0,29.0,29.0,29.0,40.014763937470555,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,29.0,29.0,28.0,29.510677921140235,27.0,26.0,26.0,26.0,26.0
142,2017/05/23,26.0,25.40410578503206,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,24.0,24.0,24.0,29.346712356446975,28.0,30.0,32.0,34.0,34.0,34.0,36.0,36.0,37.0,38.0,38.0,39.0,40.0,40.0,39.0,39.0,40.0,40.0,27.413996328721232,34.27671216269802,39.0,39.0,36.11810485032306,37.0,37.0,37.0,35.0,35.0,35.0,34.0,34.0,29.630914764794476,33.0
143,2017/05/24,33.0,29.046067230052643,32.0,31.0,31.0,31.0,30.0,27.857338147535195,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,33.0,34.0,35.0,36.0,37.0,37.0,39.0,39.0,40.0,40.0,42.37948550962347,41.0,41.0,41.0,41.0,41.0,41.0,33.09348171097682,41.0,41.0,40.0,39.0,39.0,38.0,39.31854401415804,36.0,36.0,38.26742739803591,37.407099255125544,35.0,34.0,34.0
144,2017/05/25,34.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,32.48957323004052,30.0,30.0,30.0,31.0,33.657216459054474,32.0,33.0,35.0,36.0,37.0,36.0,39.0,39.0,40.0,41.80752594141301,41.0,42.367834320302556,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.44350144170641,39.0,39.0,36.0,37.0,37.0,36.0,36.0,36.0,36.0
145,2017/05/26,36.0,33.57248948800886,35.0,35.0,35.0,34.0,31.129751431735418,33.0,32.0,31.44300467073664,32.0,31.0,29.30309075622451,32.0,33.0,34.0,35.0,37.0,34.896717301379844,38.0,39.0,34.69422271472177,41.0,41.0,41.0,42.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,41.06670218531058,43.0,43.0,42.0,40.0,39.0,39.0,35.0,34.0,33.0,33.0,33.0
146,2017/05/27,32.0,32.0,32.0,33.301943528647016,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,29.0,30.0,30.0,31.0,32.0,32.0,33.0,33.0,34.0,34.0,36.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,41.0,41.91164740893636,40.0,40.0,39.0,39.0,38.0,37.0,37.0,36.0,35.0,34.0,34.0,34.0,32.0,32.0,31.0
147,2017/05/28,31.0,31.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.19553852893187,28.0,27.0,26.0,26.0,26.0,25.0,27.0,28.0,29.0,31.0,33.0,33.0,33.0,34.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,36.0,36.0,33.431234584701066,35.0,35.09954312344924,34.0,33.0,33.0,32.0,32.0,32.77387657773541,32.0,32.0,32.0,31.0,31.0
148,2017/05/29,31.0,31.0,30.0,29.0,29.0,29.0,28.0,28.0,28.0,29.0,27.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,26.0,27.0,28.0,29.0,29.0,30.0,31.0,32.0,38.97823706525738,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,30.99296840411513,32.0,31.0,31.0,30.0,30.0,34.321155216134215,29.0,29.0,29.0,28.0,27.0
149,2017/05/30,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.201412471920378,27.0,26.0,26.0,26.0,25.137128668295862,28.0,28.0,27.064653465551743,30.0,31.0,28.974025327523623,32.0,33.0,34.0,34.0,35.0,35.0,25.4980512097399,35.0,36.0,36.0,36.0,37.0,28.52775289352858,38.0,37.0,36.0,28.639909482723453,29.18170589419338,35.0,28.263428354081167,34.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0
150,2017/05/31,30.0,30.0,30.0,30.0,26.318171319582937,29.0,29.0,28.0,28.0,28.0,28.0,27.0,27.41730056120798,28.0,28.0,29.0,30.0,31.0,31.0,33.0,34.0,34.0,33.0,33.0,27.0,25.0,25.0,25.0,26.0,27.0,28.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,28.0,32.75760358381151,28.0,28.0,28.0
151,2017/06/01,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,29.0,30.30580694696318,31.0,30.123889909714993,33.0,34.0,35.0,33.29448965124576,36.0,36.0,36.0,36.0,37.0,38.0,37.0,37.0,37.0,38.0,37.0,37.0,37.0,35.69560310748795,37.0,36.0,36.0,34.0,34.0,31.854438393911895,32.05275719625779,33.0,32.0,32.0,32.0
152,2017/06/02,31.0,30.0,30.0,30.0,29.0,28.0,28.0,29.035074778791216,29.12913612900094,27.0,27.0,27.0,27.0,27.0,28.0,29.0,31.0,31.0,32.0,34.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0,41.0,42.86599304822027,41.0,41.89770186932116,40.83557542508249,41.0,41.0,40.80399854217526,38.0,41.36212113855704,38.0,38.0,38.0,38.0,36.0,36.0,35.0,35.0
153,2017/06/03,34.0,34.0,34.0,33.017089032238474,33.0,33.0,30.597605622931454,32.0,32.0,32.0,31.0,31.0,31.0,32.0,33.0,34.0,34.0,36.0,36.0,36.0,38.0,38.7289964787925,39.0,40.0,41.0,41.0,41.0,42.0,42.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0,43.68186773426491,42.0,40.0,39.0,38.0,38.0,38.0,37.0,37.0
154,2017/06/04,36.38280282395931,36.0,36.0,35.0,35.0,34.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,33.0,33.0,33.0,35.0,36.0,38.0,40.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,44.65591874390699,46.0,47.0,48.0,45.123621325795995,48.0,48.0,48.0,47.0,47.0,46.0,45.0,44.0,44.0,43.0,42.0,42.0,40.0,38.0,38.0,38.0
155,2017/06/05,38.0,37.0,35.34424267050994,37.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,37.0,37.0,38.0,39.0,39.0,42.259488356263255,41.0,41.0,42.0,42.0,43.0,44.0,44.0,45.0,45.0,45.0,46.0,46.0,48.25908018712903,47.62516838070609,45.0,45.0,46.62958482226032,44.0,43.0,43.0,43.0,41.0,40.0,40.0,39.0,39.0,39.0,38.0
156,2017/06/06,37.0,37.0,33.1476979125488,36.0,36.0,36.0,36.0,35.0,35.0,35.0,34.0,34.0,32.76111348374569,34.0,34.0,35.0,36.0,37.0,38.0,38.0,39.0,39.0,34.60569200694939,40.0,40.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,42.0,40.33338646163529,41.0,40.0,40.0,38.0,36.0,35.0,34.0,37.28242983409997,32.0,32.0
157,2017/06/07,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,27.0,27.0,27.0,29.0,29.0,30.0,28.0,28.0,28.0,28.0,28.0,31.0,32.0,33.0,39.7005704499653,35.0,36.0,36.0,36.0,37.0,37.0,37.0,36.0,36.0,36.0,35.0,35.0,34.0,32.0,33.0,32.0,31.02150772846669,33.728957376763695,31.0,31.0
158,2017/06/08,28.530601185173904,31.0,30.0,28.81518673302614,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,26.265453330879527,31.0,31.0,31.0,28.0,28.0,28.0,29.0,30.0,31.0,32.0,35.0,37.0,38.0,38.0,35.0,34.0,33.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0
159,2017/06/09,29.566120906532362,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,31.0,33.0,33.0,34.0,35.0,35.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,39.0,38.0,37.0,37.0,36.0,36.0,36.0,35.0,34.0,34.0,33.0,33.0,32.0,32.65028317032621,31.0,31.0,31.0
160,2017/06/10,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,27.526041935875394,31.0,32.0,32.0,33.0,34.0,35.0,35.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,35.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,31.199391040162002,33.0,32.0,31.0,31.0
161,2017/06/11,31.0,31.0,29.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,28.0,29.0,30.0,30.0,32.0,32.0,33.0,34.0,34.0,35.0,36.0,36.0,36.0,37.0,39.32409532124676,38.0,38.0,39.26608450730777,38.0,37.0,36.0,37.0,36.0,35.30678160213088,35.0,35.0,34.0,34.0,34.0,32.0,32.0,32.0,32.0,32.0
162,2017/06/12,32.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,27.618042868585963,28.0,28.0,26.0,26.0,28.0,30.0,30.0,33.0,33.0,34.0,35.0,36.0,35.58186532934529,37.0,38.0,37.40142328596309,39.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,42.0,41.0,41.0,41.0,40.0,40.0,39.0,39.0,38.0,37.0,37.0,37.0,36.17574393637754,37.0,35.0
163,2017/06/13,34.0,34.0,34.0,33.0,33.0,33.0,33.0,32.96473047447855,32.0,32.0,29.0,29.0,28.0,28.0,31.0,32.034377774533084,34.0,35.0,35.0,35.0,35.0,41.05688867286645,38.0,39.0,39.0,41.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,36.85447702596408,41.0,42.0,41.0,40.0,40.0,38.0,38.0,37.0,37.0,37.0,37.0,36.0,34.0
164,2017/06/14,34.0,32.4828832200173,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,32.0,33.0,34.0,35.0,37.0,38.0,38.0,43.75346767995438,40.4729956635585,41.0,34.201940812931134,42.0,42.0,42.0,41.0,41.0,38.0,36.0,36.0,34.0,34.0,34.0,34.0,41.13418817984202,33.0,34.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0
165,2017/06/15,31.0,31.0,30.0,30.0,30.0,30.0,25.999060565367355,29.0,26.247556059690805,29.0,29.0,29.0,29.0,30.0,30.0,31.0,32.0,33.0,29.969130101579534,35.0,35.0,37.0,37.0,38.0,27.227395826457442,39.0,39.0,39.0,37.255466594433706,40.0,40.0,41.0,41.0,41.0,40.0,40.0,40.0,39.0,38.0,37.0,37.0,36.0,36.0,35.0,35.0,34.0,34.0,32.0
166,2017/06/16,34.0,33.0,29.929151107751654,27.709717276138235,32.0,32.0,23.0,28.3717965083826,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,25.0,25.0,27.0,32.19499318542713,29.0,32.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,32.0,32.0,31.0,30.0,31.0,31.0,30.0,30.0,30.0,30.0
167,2017/06/17,30.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,27.0,26.0,26.0,26.0,24.120511499308844,27.0,27.0,28.0,29.0,29.0,30.0,31.0,31.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
168,2017/06/18,28.0,28.0,27.0,33.89770672181673,27.0,27.0,33.99209201373364,27.0,31.219076056621425,26.0,26.0,26.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,29.0,30.0,31.0,32.0,32.0,32.0,33.0,34.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,33.0,34.0,34.0,32.751606888227066,34.0,34.0,34.0,34.0,34.0,34.0,30.212897440370888,34.0,33.0
169,2017/06/19,24.911011110550938,25.19344220573201,33.0,33.0,25.00484200820778,32.0,32.0,30.0,30.0,28.0,29.0,27.0,27.0,26.0,26.0,26.0,26.0,27.0,28.0,27.0,27.0,27.0,28.0,30.0,32.0,34.0,35.0,35.0,35.0,36.0,36.0,36.48900942561744,37.0,37.0,37.0,37.0,36.0,36.0,35.0,35.0,34.0,32.0,31.0,31.0,31.0,31.0,28.0,26.0
170,2017/06/20,24.0,24.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,26.0,27.0,28.0,30.0,31.0,31.0,31.0,31.0,33.35284086051236,32.91644988511916,32.679163885966574,33.4005040508066,33.0,32.0,32.0,31.0,31.0,31.0,30.0,29.21714544434581,30.0,29.0,28.0,28.0,28.0
171,2017/06/21,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,28.0,29.0,30.0,31.0,31.0,32.0,33.0,31.0,26.0,26.0,27.0,29.0,30.0,31.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,28.0
172,2017/06/22,29.0,29.817280124361183,31.824015842909706,28.0,28.0,28.0,28.0,27.626202408127057,28.0,27.0,27.0,27.0,27.0,27.0,29.0,29.0,30.0,30.0,30.0,30.0,32.312550314457006,32.0,33.0,31.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,32.22951137845401,33.0,33.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0
173,2017/06/23,29.8411300320935,30.0,31.819720482293445,29.0,29.0,29.0,28.0,28.0,29.563931545080845,28.0,28.0,28.0,28.0,27.86191710225052,28.0,28.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.581796683622976,35.0,35.0,35.0,38.41603092826852,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,32.0
174,2017/06/24,31.383849797999193,31.0,31.0,31.0,30.51539545059119,31.0,30.0,30.0,30.0,30.0,29.0,28.0,28.0,29.0,30.0,29.621462401104797,33.0,33.0,33.0,34.17118000693359,34.0,34.0,35.0,35.0,36.0,38.925581803664656,36.0,35.61128545537537,40.44888330092131,38.0,38.0,38.0,38.0,38.0,38.409538035935505,37.0,37.0,37.0,36.0,36.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0
175,2017/06/25,33.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,32.0,32.0,33.0,33.0,32.6012366417256,36.0,36.0,37.0,35.396931076561344,38.0,39.15335941408192,39.0,39.0,35.96187139270346,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,38.252329187377086,39.0,38.0,37.0,37.0,36.0,35.0,34.0,34.0,34.0,34.0,33.0
176,2017/06/26,34.0,33.0,35.10504499301714,33.0,33.0,32.0,32.0,32.0,32.12416662976271,32.29455776811902,32.723916581155514,31.0,31.0,31.0,31.0,32.0,33.0,33.0,33.0,37.252765322593454,34.0,37.66882631050524,35.0,35.0,40.055790415486904,35.0,39.84524863791764,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,38.0,37.0,36.0,36.0,36.0,38.18029310620947,37.34244680155019,35.0,35.0,35.0,34.0,34.0
177,2017/06/27,34.0,33.61124415783369,36.86728228495932,35.040593117589026,33.0,32.0,32.0,32.6020927347125,32.0,32.0,32.0,31.0,32.0,32.0,29.378913219828107,33.0,33.0,34.0,35.0,35.0,35.0,35.0,36.0,37.0,37.0,37.0,38.0,38.0,35.30053117788195,40.0,40.0,39.0,39.0,39.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0
178,2017/06/28,34.0,33.0,33.0,33.0,33.0,33.0,27.73292201912831,32.0,30.0,29.0,28.0,28.0,28.0,28.0,28.0,29.0,29.861288142743835,29.0,29.0,29.0,29.0,30.0,32.47632138101033,31.0,31.0,33.0,34.0,34.0,31.999715633660415,27.0,26.0,27.0,27.0,28.0,29.0,28.0,33.29565110605945,33.08173845991493,28.0,28.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0
179,2017/06/29,33.00057756205051,30.705623646798944,25.0,25.0,25.0,25.0,25.0,29.933607140632432,28.275703925129466,28.04184965771327,25.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,26.495094971658162,28.0,28.0,28.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,30.0,30.0,30.0,30.0,29.171455143841623,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,24.234659525324183,28.0
180,2017/06/30,31.20486071101289,28.0,28.0,23.678199292068474,23.868692007740417,28.0,28.0,28.0,27.320421671105485,28.0,25.295181343560976,28.0,26.060339993299113,27.318633817335925,26.446787826077504,27.0,28.0,28.0,29.0,29.0,30.0,31.0,31.0,29.0,27.0,27.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,32.66160570323472,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
181,2017/07/01,29.306713504468817,26.348671480096154,29.87759379451574,27.0,27.0,26.0,27.0,27.663478702757782,27.0,27.0,27.0,27.0,27.0,27.694791926487657,26.418359244244808,30.0,30.0,29.0,31.0,31.0,26.905051124445983,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,35.0,33.0,33.0,28.0,28.0,28.0,28.0,25.86124934773192,28.0,28.0,28.0,26.531207977498173,28.0,28.0,28.0,28.0,28.0
182,2017/07/02,28.0,26.259281801004942,28.827911008757116,29.34072801314163,28.0,28.0,26.65762857450634,28.0,27.21439499203091,27.104111926436666,28.0,28.0,28.0,28.0,27.0,27.0,30.363166696131913,27.0,26.0,27.0,26.0,26.0,26.0,26.0,35.333661798206144,34.99650187459612,36.790807123505196,35.688139210621515,36.11758725620271,29.0,34.65624320596198,30.0,35.39564979915442,33.60289714651363,30.0,30.0,31.505641555163432,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0
183,2017/07/03,28.0,28.0,28.0,30.23664242290426,29.838194943607345,28.0,28.0,28.0,28.0,28.0,28.61154171913966,28.0,28.0,28.0,28.0,29.0,29.61571959663062,30.0,31.0,31.0,32.0,32.0,33.0,33.0,34.0,34.0,36.15354138818694,35.0,35.0,35.0,35.0,31.741414945761814,35.0,35.0,35.0,34.0,35.0,34.0,34.0,33.0,31.793742106326246,33.0,32.56369281509692,33.0,33.0,33.0,31.0,31.0
184,2017/07/04,29.71449036301211,31.287717624049822,29.530413525205557,30.514235621214763,32.17866021084223,31.0,29.82373208814359,28.352245904999986,29.231461351412058,29.0,29.0,28.0,28.0,28.0,28.436990328017636,29.0,29.0,30.0,31.0,31.0,31.0,32.0,33.0,33.0,33.0,34.0,34.0,35.0,33.515026940001505,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.26496344732576,35.0,35.0,34.0,35.0,35.0,34.0,33.0,33.0,32.0
185,2017/07/05,32.0,33.63421625890226,31.505721940076292,31.0,33.17979537265599,31.0,31.0,28.865351284577134,30.0,30.0,29.150555094675543,30.0,30.0,30.0,28.325904358906346,28.32077296530107,29.24171064107317,31.0,29.856402174146265,31.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,34.0,33.0,34.0,35.825431758383,34.0,34.0,34.0,34.0,34.0,34.0,34.59130602865819,33.475581743906396,34.0,34.0,33.0,33.0,30.023680593440684,33.0,33.0,33.0,32.0
186,2017/07/06,32.0,32.0,31.0,31.0,31.0,30.0,30.0,29.0,29.590546265990127,27.649687783898695,29.13687782048456,28.0,27.0,30.30278566597914,28.0,28.01466133212625,29.0,29.0,30.0,30.987801073880078,31.691718279395147,31.0,32.0,32.0,33.71571473646916,33.053164037970184,34.0,35.0,33.85142308625583,34.0,35.00111332030133,35.0,35.0,35.0,35.0,35.0,34.0,31.971176657967632,31.19840916853383,32.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0
187,2017/07/07,27.0,27.0,28.0,28.0,27.0,27.0,27.0,28.594793052105015,28.84629330935412,26.0,29.054761636051293,26.0,27.059561024100294,29.31930414541736,28.0,28.0,28.0,29.0,31.141136301313868,31.035624642769776,32.29315580957554,33.0,33.0,34.0,34.58977066516031,34.0,34.948293405371075,35.92470738134725,35.23294481971619,35.0,35.0,35.0,36.0,35.24151591478694,35.0,34.0,32.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
188,2017/07/08,29.148320387709468,29.180901470419133,30.39572274687583,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,31.0,32.0,32.0,33.0,33.0,33.94079079735185,34.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,33.60740700801194,34.30869739226982,33.77762180234591,35.0,35.0,35.0,35.0,35.0,33.970733833016624,34.0,34.0
189,2017/07/09,34.0,34.0,34.0,31.508928226158982,33.0,32.0,31.955528340532446,31.04950724512781,30.66788423248959,32.0,29.03291314990378,32.0,28.983195941926862,30.400855031244898,29.570792367587437,32.0,32.0,32.0,32.0,34.0,33.81885601020029,34.0,35.0,35.0,35.0,36.0,37.43875609972142,36.0,36.0,36.0,36.0,39.0,39.0,39.0,39.904199095831046,38.0,38.0,38.0,38.0,38.70548603668608,37.0,37.0,38.21734920090335,38.262823893059796,36.0,35.135642629247435,35.15117491860653,34.0
190,2017/07/10,34.0,34.0,33.0,31.190529819628416,33.0,32.0,31.263468560212765,32.0,32.0,31.71399660743926,29.07192843913128,31.0,27.46119916354973,31.0,29.48739410702178,31.0,32.0,33.0,33.0,34.574071006005184,34.0,35.0,36.05363307464957,35.0,36.0,35.91429171539008,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0,36.0,36.0,36.0,32.225420239716414,33.0,33.0,31.0
191,2017/07/11,31.0,30.0,30.0,30.0,30.0,29.0,29.0,29.582177967383746,31.221828220696757,29.0,29.0,29.0,25.958602803397724,29.0,29.0,30.0,29.493617863149062,30.0,32.0,32.0,32.0,34.0,34.0,35.0,35.677426139626064,34.95446233805127,33.29668219574325,33.70063737666092,36.0,36.0,33.0,30.0,30.0,27.0,27.0,28.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0
192,2017/07/12,28.307927149838964,27.778247289063327,28.58227566543436,29.0,27.89447446482774,27.0,27.0,27.0,29.32672141408388,26.0,28.74904519274686,26.0,26.0,27.89524926966498,28.410071849805444,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,34.271853165001,33.76740179168683,31.0,31.0,36.10950747613275,32.0,32.0,29.70631590424422,32.0,17.689644112472017,27.471398150598123,32.0,23.14633542077988,32.0,23.021615080398334,30.0,30.0,30.0,27.2805672681557,26.83927092804592,30.0,29.0,29.0,29.0
