date,12:00 AM,12:30 AM,1:00 AM,1:30 AM,2:00 AM,2:30 AM,3:00 AM,3:30 AM,4:00 AM,4:30 AM,5:00 AM,5:30 AM,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM
2017/01/01,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,15.0,17.0,17.0,18.0,20.0,20.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,19.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,15.0,15.0,14.0,14.0
2017/01/02,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,14.0,14.0,14.0,16.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,21.0,20.0,20.0,19.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0,13.0
2017/01/03,13.0,13.0,13.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,16.0,18.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,21.0,20.0,19.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,14.0
2017/01/04,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,13.0,14.0,16.0,17.0,20.0,21.0,22.0,22.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,22.0,21.0,21.0,19.0,19.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0
2017/01/05,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,23.0,21.0,21.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0
2017/01/06,15.0,15.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,23.0,22.0,21.0,21.0,20.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0
2017/01/07,16.0,16.0,16.0,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
2017/01/08,13.0,13.0,,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,16.0,17.0,18.0,18.0,18.0,19.0,19.0,21.0,21.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,16.0,16.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,13.0
2017/01/09,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,12.0,14.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,17.0,17.0,16.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
2017/01/10,12.0,11.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,11.0,13.0,15.0,15.0,17.0,17.0,16.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0
2017/01/11,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,8.0,9.0,11.0,13.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,9.0
2017/01/12,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,9.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,16.0,15.0,15.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0
2017/01/13,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,9.0,10.0,14.0,14.0,14.0,16.0,17.0,,18.0,19.0,19.0,19.0,19.0,,18.0,18.0,17.0,16.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,9.0
2017/01/14,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,19.0,19.0,19.0,19.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0
2017/01/15,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,10.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,21.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,21.0,21.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,15.0
2017/01/16,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,13.0,12.0,11.0,12.0,12.0,13.0,14.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,14.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0
2017/01/17,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,10.0,10.0,11.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0
2017/01/18,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,9.0,11.0,13.0,14.0,14.0,15.0,16.0,16.0,17.0,18.0,19.0,19.0,19.0,18.0,17.0,16.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,10.0
2017/01/19,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,12.0,12.0,13.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,16.0,15.0,15.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
2017/01/20,11.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,10.0,12.0,14.0,15.0,16.0,18.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,17.0,16.0,15.0,14.0,14.0,13.0,13.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0
2017/01/21,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,8.0,8.0,11.0,18.0,13.0,16.0,17.0,18.0,18.0,18.0,19.0,18.0,19.0,19.0,19.0,18.0,18.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0
2017/01/22,12.0,12.0,12.0,,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,11.0,12.0,15.0,16.0,18.0,19.0,20.0,21.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,22.0,21.0,20.0,19.0,19.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,14.0,14.0,14.0
2017/01/23,14.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,12.0,13.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,23.0,24.0,24.0,23.0,22.0,22.0,22.0,21.0,20.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,15.0
2017/01/24,14.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,25.0,25.0,25.0,24.0,24.0,23.0,23.0,22.0,21.0,21.0,20.0,19.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0
2017/01/25,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,15.0,16.0,16.0,18.0,20.0,21.0,21.0,22.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,24.0,24.0,23.0,23.0,23.0,23.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0
2017/01/26,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,18.0,17.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,15.0
2017/01/27,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
2017/01/28,12.0,,,,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0
2017/01/29,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,14.0,14.0,16.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,20.0,20.0,20.0,18.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0
2017/01/30,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,14.0,14.0,16.0,18.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,15.0,15.0,14.0,14.0
2017/01/31,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,11.0,11.0,12.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,21.0,,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,20.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0
2017/02/01,16.0,16.0,15.0,14.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,,11.0,11.0,,12.0,12.0,14.0,14.0,16.0,18.0,18.0,20.0,20.0,20.0,20.0,21.0,20.0,21.0,21.0,20.0,19.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,,15.0,14.0,14.0
2017/02/02,,14.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,15.0,16.0,17.0,18.0,20.0,20.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,21.0,20.0,20.0,19.0,19.0,18.0,15.0,17.0,16.0,15.0,15.0,,14.0
2017/02/03,,14.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,13.0,15.0,,16.0,18.0,20.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,,23.0,22.0,21.0,20.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0
2017/02/04,15.0,15.0,15.0,15.0,15.0,15.0,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,19.0,19.0,21.0,21.0,21.0,22.0,,,23.0,22.0,22.0,22.0,22.0,22.0,21.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2017/02/05,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,,17.0,17.0,17.0,16.0,16.0,16.0,17.0,17.0,18.0,19.0,19.0,20.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,21.0,20.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,17.0
2017/02/06,16.0,16.0,16.0,,15.0,15.0,15.0,,14.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,19.0,21.0,21.0,22.0,22.0,23.0,23.0,22.0,22.0,,21.0,20.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0
2017/02/07,14.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,11.0,12.0,14.0,15.0,16.0,17.0,18.0,18.0,,19.0,20.0,20.0,20.0,21.0,21.0,20.0,19.0,19.0,18.0,17.0,17.0,16.0,15.0,16.0,15.0,14.0,14.0,14.0,14.0,14.0
2017/02/08,,13.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0,12.0,13.0,14.0,,18.0,18.0,19.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,,21.0,21.0,20.0,20.0,19.0,18.0,18.0,17.0,16.0,16.0,16.0,16.0,18.0
2017/02/09,15.0,,15.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,14.0,15.0,,18.0,19.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,,20.0,19.0,,18.0,18.0,17.0,16.0,16.0,14.0,14.0,14.0,13.0,13.0,13.0
2017/02/10,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,10.0,11.0,12.0,13.0,14.0,16.0,18.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,20.0,19.0,18.0,17.0,17.0,16.0,16.0,15.0,15.0,14.0,14.0,13.0
2017/02/11,13.0,13.0,12.0,,,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,11.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,21.0,20.0,19.0,19.0,18.0,17.0,16.0,16.0,16.0,16.0,15.0,14.0
2017/02/12,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,12.0,,15.0,17.0,18.0,20.0,22.0,22.0,,,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,21.0,20.0,20.0,19.0,19.0,18.0,16.0,15.0,16.0,15.0,15.0,15.0
2017/02/13,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,13.0,15.0,17.0,18.0,20.0,21.0,,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,21.0,,19.0,18.0,18.0,18.0,17.0,16.0,16.0,15.0,15.0,14.0
2017/02/14,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,12.0,13.0,15.0,17.0,17.0,20.0,21.0,,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,21.0,,19.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0
2017/02/15,16.0,16.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,25.0,25.0,24.0,23.0,22.0,21.0,20.0,20.0,19.0,19.0,18.0,18.0,17.0,17.0,16.0
2017/02/16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,14.0,14.0,16.0,19.0,20.0,23.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,24.0,24.0,23.0,,22.0,21.0,21.0,21.0,20.0,,19.0,19.0,19.0
2017/02/17,,19.0,19.0,18.0,18.0,17.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0,17.0,18.0,18.0,18.0,19.0,21.0,21.0,22.0,23.0,23.0,24.0,26.0,27.0,26.0,26.0,26.0,26.0,25.0,23.0,22.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0
2017/02/18,18.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,16.0,17.0,19.0,19.0,21.0,23.0,24.0,25.0,27.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,28.0,28.0,,25.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,22.0,21.0,21.0
2017/02/19,,20.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,15.0,17.0,19.0,21.0,21.0,22.0,22.0,25.0,25.0,27.0,,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,28.0,27.0,26.0,25.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,21.0
2017/02/20,,21.0,20.0,20.0,19.0,19.0,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,21.0,23.0,24.0,25.0,26.0,27.0,28.0,28.0,29.0,29.0,30.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,30.0,,27.0,27.0,26.0,,24.0,26.0,25.0,24.0,24.0,24.0,21.0
2017/02/21,21.0,,21.0,20.0,20.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,15.0,,15.0,16.0,16.0,18.0,19.0,20.0,20.0,21.0,23.0,23.0,23.0,23.0,24.0,24.0,25.0,25.0,25.0,24.0,24.0,23.0,23.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,,19.0
2017/02/22,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,17.0,19.0,21.0,22.0,22.0,23.0,25.0,25.0,25.0,26.0,26.0,27.0,27.0,26.0,26.0,26.0,25.0,24.0,23.0,23.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,19.0,19.0,18.0
2017/02/23,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,14.0,14.0,13.0,13.0,13.0,12.0,11.0,12.0,14.0,15.0,17.0,19.0,20.0,21.0,23.0,24.0,24.0,,24.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,23.0,23.0,22.0,21.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0
2017/02/24,16.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,,11.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0,14.0,16.0,18.0,19.0,21.0,22.0,22.0,22.0,23.0,24.0,24.0,,24.0,24.0,25.0,25.0,24.0,24.0,23.0,22.0,22.0,22.0,21.0,19.0,19.0,17.0,17.0,16.0,16.0,,15.0
2017/02/25,15.0,16.0,,14.0,14.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,13.0,15.0,17.0,17.0,21.0,22.0,23.0,24.0,24.0,24.0,24.0,25.0,26.0,27.0,27.0,26.0,27.0,26.0,26.0,24.0,23.0,22.0,21.0,21.0,21.0,21.0,20.0,20.0,19.0,18.0,17.0
2017/02/26,17.0,17.0,16.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,,11.0,11.0,11.0,11.0,12.0,14.0,16.0,18.0,20.0,20.0,22.0,24.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,26.0,26.0,26.0,24.0,24.0,23.0,23.0,20.0,20.0,20.0,19.0,18.0,17.0,17.0,16.0
2017/02/27,,16.0,16.0,16.0,16.0,15.0,15.0,14.0,13.0,13.0,13.0,12.0,13.0,11.0,11.0,12.0,13.0,15.0,18.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,27.0,28.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,25.0,25.0,24.0,24.0,23.0,23.0,22.0,21.0,21.0,21.0,20.0
2017/02/28,19.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,,,15.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,20.0,21.0,23.0,24.0,25.0,28.0,,30.0,30.0,30.0,31.0,33.0,33.0,33.0,33.0,32.0,30.0,29.0,,28.0,26.0,,25.0,25.0,24.0,24.0,24.0,23.0,23.0,21.0
2017/03/01,21.0,21.0,21.0,21.0,,20.0,20.0,20.0,20.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,22.0,23.0,25.0,26.0,26.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,28.0,,26.0,26.0,25.0,24.0,24.0,24.0,23.0,23.0,,23.0
2017/03/02,23.0,22.0,22.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,,18.0,17.0,17.0,17.0,16.0,18.0,20.0,21.0,22.0,23.0,23.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,28.0,,27.0,25.0,24.0,23.0,22.0,21.0,22.0,22.0,22.0,,22.0,22.0,21.0
2017/03/03,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,,18.0,18.0,18.0,,16.0,15.0,15.0,16.0,18.0,19.0,19.0,22.0,,25.0,26.0,26.0,,27.0,,,27.0,26.0,26.0,25.0,24.0,24.0,23.0,23.0,23.0,22.0,21.0,21.0,21.0,21.0,20.0,20.0,19.0,,17.0
2017/03/04,17.0,17.0,17.0,16.0,16.0,16.0,17.0,,15.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,14.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,23.0,24.0,25.0,25.0,25.0,26.0,,26.0,26.0,26.0,,24.0,24.0,22.0,22.0,21.0,21.0,21.0,20.0,20.0,19.0,17.0,,17.0
2017/03/05,,16.0,16.0,15.0,15.0,14.0,14.0,,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,12.0,14.0,16.0,17.0,19.0,20.0,23.0,25.0,25.0,25.0,26.0,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,26.0,,24.0,23.0,22.0,21.0,20.0,19.0,19.0,18.0,18.0,18.0,18.0
2017/03/06,17.0,17.0,17.0,16.0,,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,13.0,14.0,16.0,18.0,18.0,19.0,21.0,23.0,24.0,25.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,26.0,26.0,,23.0,,22.0,22.0,22.0,22.0,22.0,21.0,20.0,20.0
2017/03/07,,20.0,19.0,19.0,19.0,18.0,18.0,16.0,16.0,16.0,14.0,14.0,,14.0,14.0,14.0,14.0,17.0,17.0,20.0,23.0,23.0,25.0,26.0,27.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,29.0,28.0,28.0,26.0,25.0,24.0,23.0,22.0,22.0,21.0,20.0,20.0,,20.0
2017/03/08,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,,20.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,,21.0,21.0,22.0,22.0,23.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,24.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,20.0
2017/03/09,20.0,20.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,22.0,22.0,23.0,25.0,25.0,25.0,,26.0,27.0,27.0,26.0,21.0,19.0,17.0,19.0,20.0,20.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0
2017/03/10,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,,15.0,15.0,17.0,18.0,19.0,20.0,20.0,21.0,22.0,23.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,,22.0,20.0,20.0,18.0,18.0,18.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0
2017/03/11,14.0,14.0,14.0,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,16.0,17.0,18.0,18.0,19.0,28.0,20.0,20.0,,21.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,19.0,18.0,18.0,17.0,18.0,18.0,17.0
